team_size,duration_months,budget_usd,requirements_clarity,client_involvement,tech_complexity,risk_encoded,type_encoded,budget_per_person,complexity_risk,team_experience,regulatory_compliance,geographic_distribution,team_efficiency,project_complexity_index,budget_efficiency,experience_complexity_ratio,involvement_clarity_product,sdlc,effort_person_months,cost_usd
10,40,2074388.07,5,3,2,1,1,207438.807,2,5,0,1,1.25,8.0,5185.970175,2.5,15,Waterfall,188.3,1483381.22
20,15,1704320.58,1,3,1,3,3,85216.029,3,4,0,1,5.333333333333333,2.25,5681.0686000000005,4.0,3,Agile,254.15,1411011.17
30,19,4015210.77,1,4,2,3,3,133840.359,6,4,0,3,6.315789473684211,3.8,7044.229421052632,2.0,4,SAFe,659.95,4853965.16
63,30,16511931.22,3,4,3,2,5,262094.1463,6,3,0,3,6.3,2.857142857142857,8736.471544973545,1.0,12,SAFe,2284.0,20324615.71
13,4,146278.14,4,4,2,3,3,11252.1646,6,5,0,1,16.25,1.8461538461538463,2813.041153846154,2.5,16,Scrum,37.67,190095.01
37,47,7591496.88,3,1,5,3,3,205175.5914,15,2,1,1,1.574468085106383,19.054054054054053,4365.4381138585395,0.4,3,Spiral,2554.33,10080758.1
16,12,1102755.71,4,5,1,1,1,68922.2319,1,5,1,2,6.666666666666667,0.75,5743.519322916666,5.0,20,Agile,97.74,691520.21
15,10,709347.09,4,4,1,1,2,47289.806,1,3,0,1,4.5,0.6666666666666666,4728.9806,3.0,16,Scrum,91.72,579040.64
38,36,8078420.62,5,3,1,1,2,212590.0163,1,2,1,1,2.111111111111111,0.9473684210526315,5905.278230994152,2.0,15,Waterfall,963.8,5433318.51
37,22,4873011.37,5,2,4,1,4,131703.01,4,1,0,1,1.6818181818181819,2.3783783783783785,5986.500454545455,0.25,10,SAFe,863.45,6680507.94
24,15,2283209.86,4,3,4,1,2,95133.7442,4,3,0,3,4.8,2.5,6342.24961111111,0.75,12,Waterfall,328.29,2520021.58
6,19,549547.0,2,3,2,2,4,91591.1667,4,1,0,1,0.3157894736842105,12.666666666666666,4820.587719298245,0.5,6,Agile,117.26,690224.94
9,10,201615.95,4,3,4,2,4,22401.7722,8,4,0,2,3.6,8.88888888888889,2240.1772222222226,1.0,12,Scrum,89.89,250955.11
19,24,2226099.47,2,4,1,2,4,117163.13,2,3,1,1,2.375,2.526315789473684,4881.797083333334,3.0,8,Agile,342.5,2665175.05
10,3,45493.52,1,3,4,3,2,4549.352,12,3,0,2,10.0,3.6,1516.4506666666666,0.75,3,RAD,29.21,53782.05
13,12,355631.64,1,1,2,2,2,27356.28,4,1,0,2,1.0833333333333333,3.6923076923076925,2279.69,0.5,1,Iterative,166.82,423155.68
11,21,941226.03,4,5,2,3,1,85566.0027,6,3,0,2,1.5714285714285714,11.454545454545455,4074.5715584415584,1.5,20,Agile,198.15,1197197.0
18,8,569553.1,4,4,4,3,2,31641.8389,12,3,0,1,6.75,5.333333333333333,3955.229861111111,0.75,16,Agile,138.85,588707.96
19,41,2087143.75,4,3,4,1,3,109849.6711,4,2,0,1,0.926829268292683,8.631578947368421,2679.26026957638,0.5,12,Waterfall,768.2,2633479.28
18,23,1967973.15,3,4,2,3,1,109331.8417,6,3,0,2,2.347826086956522,7.666666666666667,4753.558333333333,1.5,12,Agile,391.69,2328547.8
27,35,4355542.65,4,3,4,1,1,161316.3944,4,1,0,3,0.7714285714285715,5.185185185185185,4609.039841269841,0.25,12,Waterfall,1107.64,5312553.65
51,14,4059109.17,3,4,4,2,4,79590.3759,8,3,0,2,10.928571428571429,2.196078431372549,5685.026848739496,0.75,12,SAFe,746.7,4367700.43
17,48,5214389.57,4,2,2,2,1,306728.7982,4,2,0,1,0.7083333333333334,11.294117647058824,6390.183296568628,1.0,8,Waterfall,633.22,5399155.93
9,4,177881.74,4,3,2,3,1,19764.6378,6,5,0,3,11.25,2.6666666666666665,4941.1594444444445,2.5,12,Scrum,27.18,204884.58
28,18,2492565.53,5,1,4,1,3,89020.1975,4,2,0,1,3.111111111111111,2.5714285714285716,4945.566527777777,0.5,5,V-Model,490.83,3385401.76
53,34,9565824.13,4,2,2,2,4,180487.2477,4,5,1,1,7.794117647058823,2.5660377358490565,5308.44846281909,2.5,8,SAFe,1193.59,11410652.53
10,8,226719.13,2,3,2,3,1,22671.913,6,5,0,1,6.25,4.8,2833.989125,2.5,6,Scrum,49.66,269975.32
19,20,2771120.46,3,3,4,3,4,145848.4453,12,4,1,2,3.8,12.631578947368421,7292.422263157895,1.0,9,Spiral,417.56,3228963.62
6,4,54262.86,1,2,2,3,2,9043.81,6,1,0,3,1.5,4.0,2260.9525,0.5,2,RAD,34.55,71216.73
9,7,164093.59,5,4,3,3,3,18232.6211,9,2,1,2,2.5714285714285716,7.0,2604.660158730159,0.6666666666666666,20,Agile,96.9,181797.77
52,23,8754322.81,5,4,4,1,5,168352.3617,4,4,0,2,9.043478260869565,1.7692307692307692,7319.667901337793,1.0,20,SAFe,1053.94,9050013.72
45,29,4958030.04,3,2,4,3,3,110178.4453,12,1,1,2,1.5517241379310345,7.733333333333333,3799.256735632184,0.25,6,Spiral,2133.87,6057065.45
12,6,284018.24,3,5,2,3,4,23668.1867,6,5,1,1,10.0,3.0,3944.6977777777774,2.5,15,Scrum,52.82,333156.65
23,46,4266280.79,4,1,3,3,4,185490.4691,9,4,1,3,2.0,18.0,4032.401502835539,1.3333333333333333,4,Spiral,1109.86,5562372.43
9,9,401890.96,3,4,3,2,2,44654.5511,6,4,0,2,4.0,6.0,4961.616790123457,1.3333333333333333,12,Scrum,67.04,512985.7
9,33,681145.76,2,1,4,1,3,75682.8622,4,3,0,1,0.8181818181818182,14.666666666666666,2293.4200673400674,0.75,2,Iterative,253.97,934737.71
9,10,330157.93,2,4,2,3,1,36684.2144,6,5,0,2,4.5,6.666666666666667,3668.421444444444,2.5,8,Scrum,59.7,419596.19
10,19,866944.02,4,3,4,1,3,86694.402,4,4,0,1,2.1052631578947367,7.6,4562.863263157895,1.0,12,Agile,149.48,1061949.12
39,30,6424707.41,2,3,5,2,3,164736.0874,10,3,1,1,3.9,7.6923076923076925,5491.202914529915,0.6,6,Spiral,1426.99,7884631.1
31,20,3223230.86,5,2,5,2,4,103975.189,10,5,1,3,7.75,6.451612903225806,5198.759451612903,1.0,10,V-Model,579.64,3732024.21
28,30,6588907.3,2,3,3,2,5,235318.1179,6,4,1,3,3.7333333333333334,6.428571428571429,7843.937261904762,1.3333333333333333,6,Spiral,891.92,8162652.21
8,3,66321.34,4,4,1,2,1,8290.1675,2,2,0,1,5.333333333333333,0.75,2763.3891666666664,2.0,16,RAD,16.85,71798.18
13,17,1005720.36,1,4,2,3,4,77363.1046,6,2,0,1,1.5294117647058822,7.846153846153846,4550.770859728506,1.0,4,Agile,236.86,1203467.32
7,5,48263.48,1,4,1,2,4,6894.7829,2,1,0,1,1.4,1.4285714285714286,1378.9565714285716,1.0,4,RAD,34.45,54394.4
22,25,2781907.7,2,3,4,3,5,126450.35,12,4,1,1,3.52,13.636363636363637,5058.014,1.0,6,Spiral,570.66,3490960.67
35,40,5989896.47,4,3,1,2,2,171139.8991,2,3,0,1,2.625,2.2857142857142856,4278.4974785714285,3.0,12,Waterfall,981.61,5020246.82
43,28,10161500.33,4,4,3,1,5,236313.9612,3,1,0,1,1.5357142857142858,1.9534883720930232,8439.784327242525,0.3333333333333333,16,SAFe,1327.74,13684272.88
30,26,2878093.58,5,1,4,1,4,95936.4527,4,5,1,2,5.769230769230769,3.466666666666667,3689.8635641025644,1.25,5,V-Model,560.31,3335419.66
6,7,88912.64,4,4,1,2,4,14818.7733,2,3,0,2,2.5714285714285716,2.3333333333333335,2116.967619047619,3.0,16,Scrum,37.58,100208.74
8,10,391112.51,4,4,4,1,2,48889.0638,4,5,0,2,4.0,5.0,4888.9063750000005,1.25,16,Scrum,47.53,438257.84
30,19,3668619.06,2,3,4,2,5,122287.302,8,2,1,3,3.1578947368421053,5.066666666666666,6436.173789473684,0.5,6,Spiral,867.19,4264899.93
21,36,4512357.05,4,2,4,2,3,214874.1452,8,5,1,2,2.9166666666666665,13.714285714285714,5968.726256613756,1.25,8,V-Model,685.4,5089987.23
21,9,498538.54,2,1,2,3,2,23739.9305,6,4,0,2,9.333333333333334,2.5714285714285716,2637.770052910053,2.0,2,Iterative,147.86,608310.43
10,32,1400450.13,5,3,5,1,5,140045.013,5,1,1,3,0.3125,16.0,4376.406656249999,0.2,15,V-Model,507.11,1664625.72
5,24,294677.07,2,3,2,1,1,58935.414,2,4,0,3,0.8333333333333334,9.6,2455.64225,2.0,6,Iterative,74.49,410468.54
8,14,217364.56,4,4,4,2,2,27170.57,8,4,0,3,2.2857142857142856,14.0,1940.7549999999999,1.0,16,XP,104.22,213778.73
49,19,9058146.1,2,3,4,1,4,184860.1245,4,4,0,2,10.31578947368421,1.5510204081632653,9729.480236305048,1.0,6,SAFe,792.35,10382847.63
8,22,411830.11,3,4,4,2,2,51478.7637,8,3,0,1,1.0909090909090908,22.0,2339.9438068181817,0.75,12,Agile,150.97,537264.17
78,14,9176774.09,4,3,4,3,4,117650.9499,12,1,0,2,5.571428571428571,2.1538461538461537,8403.639276556776,0.25,12,SAFe,1792.12,11276070.79
6,9,231528.42,3,5,4,3,1,38588.07,12,5,0,3,3.3333333333333335,18.0,4287.5633333333335,1.25,15,Scrum,48.53,317877.04
8,9,213695.36,4,3,3,1,4,26711.92,3,4,0,2,3.5555555555555554,3.375,2967.991111111111,1.3333333333333333,12,XP,55.16,239580.61
12,19,449105.62,3,2,1,3,4,37425.4683,3,5,0,1,3.1578947368421053,4.75,1969.76149122807,5.0,6,Iterative,153.33,603154.49
9,7,190513.45,3,4,3,3,2,21168.1611,9,3,0,3,3.857142857142857,7.0,3024.023015873016,1.0,12,Scrum,70.48,229716.06
30,18,3552790.2,4,2,3,1,3,118426.34,3,4,0,1,6.666666666666667,1.8,6579.241111111111,1.3333333333333333,8,V-Model,388.78,4485457.18
23,33,1686979.61,2,1,2,1,3,73346.9396,2,5,0,1,3.484848484848485,2.869565217391304,2222.634532279315,2.5,2,Iterative,433.3,2050917.19
8,8,296170.1,2,4,1,2,3,37021.2625,2,3,0,3,3.0,2.0,4627.6578125,3.0,8,Scrum,67.5,306558.88
35,16,1852617.63,5,2,1,1,4,52931.9323,1,1,0,2,2.1875,0.45714285714285713,3308.2457678571427,1.0,10,Waterfall,523.69,2208026.81
17,21,1905025.75,5,3,2,2,2,112060.3382,4,2,0,3,1.619047619047619,4.9411764705882355,5336.206582633054,1.0,15,Agile,390.52,2205149.38
7,10,133642.93,4,3,2,3,1,19091.8471,6,5,1,2,3.5,8.571428571428571,1909.184714285714,2.5,12,XP,47.18,160906.82
20,31,3587216.32,4,1,4,1,4,179360.816,4,2,0,3,1.2903225806451613,6.2,5785.832774193548,0.5,4,V-Model,690.28,4536352.52
12,9,411302.83,3,5,3,3,4,34275.2358,9,4,0,2,5.333333333333333,6.75,3808.359537037037,1.3333333333333333,15,Scrum,110.39,502968.73
7,9,119227.24,4,4,3,2,2,17032.4629,6,4,0,1,3.111111111111111,7.714285714285714,1892.495873015873,1.3333333333333333,16,XP,45.37,140319.98
9,7,314322.2,4,4,3,2,2,34924.6889,6,5,0,2,6.428571428571429,4.666666666666667,4989.24126984127,1.6666666666666667,16,Scrum,43.36,377342.9
8,3,57697.57,2,3,3,1,2,7212.1962,3,3,1,1,8.0,1.125,2404.065416666667,1.0,6,Kanban,18.51,70123.27
58,12,4037412.86,5,4,4,3,4,69610.5666,12,4,1,3,19.333333333333332,2.4827586206896552,5800.880545977011,1.0,20,SAFe,865.81,4964750.72
35,32,3748222.17,2,1,3,2,5,107092.062,6,5,0,2,5.46875,5.485714285714286,3346.6269374999997,1.6666666666666667,2,Spiral,857.53,4130806.05
15,23,2047991.95,5,1,3,2,4,136532.7967,6,4,1,1,2.608695652173913,9.2,5936.2085507246375,1.3333333333333333,5,V-Model,269.18,2532423.66
5,4,41143.03,3,4,1,3,4,8228.606,3,5,0,2,6.25,2.4,2057.1515,5.0,12,Scrum,13.2,47665.9
6,14,233243.78,4,4,2,3,2,38873.9633,6,5,1,2,2.142857142857143,14.0,2776.7116666666666,2.5,16,XP,59.31,306124.61
17,22,1488116.54,1,5,1,2,4,87536.2671,2,1,0,2,0.7727272727272727,2.588235294117647,3978.9212299465244,1.0,5,Agile,413.31,1880175.9
7,15,476106.17,5,1,1,1,1,68015.1671,1,1,0,2,0.4666666666666667,2.142857142857143,4534.344476190476,1.0,5,Iterative,79.73,409984.32
22,40,5226823.0,4,1,5,2,4,237582.8636,10,2,0,2,1.1,18.181818181818183,5939.571590909091,0.4,4,Spiral,1137.93,7020545.51
26,21,4545026.19,1,2,4,2,5,174808.6996,8,4,0,2,4.9523809523809526,6.461538461538462,8324.223791208791,1.0,2,Spiral,516.28,5452031.14
7,4,90943.99,5,4,3,1,1,12991.9986,3,2,0,2,3.5,1.7142857142857142,3247.999642857143,0.6666666666666666,20,RAD,22.02,112556.1
35,40,8609936.09,5,3,3,2,4,245998.174,6,5,1,1,4.375,6.857142857142857,6149.95435,1.6666666666666667,15,V-Model,1000.06,10088498.03
11,11,599184.88,4,5,1,1,3,54471.3527,1,5,1,3,5.0,1.0,4951.941157024793,5.0,20,Scrum,82.32,598642.31
66,22,12706935.95,1,4,4,1,5,192529.3326,4,5,1,1,15.0,1.3333333333333333,8751.333298898071,1.25,4,SAFe,1031.09,14746044.46
8,4,64103.59,3,2,3,2,1,8012.9487,6,1,0,1,2.0,3.0,2003.2371875,0.3333333333333333,6,RAD,28.82,87136.98
15,10,444305.49,5,1,1,1,3,29620.366,1,2,0,2,3.0,0.6666666666666666,2962.0366,2.0,5,Iterative,134.68,542986.17
3,9,57248.18,2,5,2,2,2,19082.7267,4,5,0,3,1.6666666666666667,12.0,2120.302962962963,2.5,10,XP,18.61,65282.74
36,44,9857088.07,4,3,4,2,5,273808.0019,8,2,1,1,1.6363636363636365,9.777777777777779,6222.90913510101,0.5,12,Spiral,1758.22,13872040.78
42,33,8476222.89,3,3,3,2,5,201814.8307,6,5,1,2,6.363636363636363,4.714285714285714,6115.600930735931,1.6666666666666667,9,Spiral,1036.87,11385037.68
70,18,5308971.28,4,3,2,1,4,75842.4469,2,2,0,3,7.777777777777778,0.5142857142857142,4213.46926984127,1.0,12,SAFe,1158.71,5836470.29
8,3,45742.74,2,5,4,2,3,5717.8425,8,3,0,2,8.0,3.0,1905.9475,0.75,10,XP,30.55,52560.31
29,24,2785576.69,1,1,5,2,5,96054.3686,10,2,1,1,2.4166666666666665,8.275862068965518,4002.265359195402,0.4,1,Spiral,894.46,3178908.82
40,20,5299319.93,4,2,4,2,3,132482.9983,8,5,0,3,10.0,4.0,6624.1499125,1.25,8,SAFe,782.55,6812483.49
18,16,862927.75,2,4,2,3,3,47940.4306,6,3,1,2,3.375,5.333333333333333,2996.276909722222,1.5,8,Agile,302.34,1064550.41
8,14,474832.83,2,3,1,1,4,59354.1038,1,4,0,3,2.2857142857142856,1.75,4239.578839285715,4.0,6,Agile,87.38,487250.48
9,3,61284.66,5,2,1,3,3,6809.4067,3,3,0,3,9.0,1.0,2269.8022222222226,3.0,10,RAD,28.91,81094.48
7,14,346544.68,5,4,4,2,2,49506.3829,8,1,0,2,0.5,16.0,3536.1702040816326,0.25,20,Agile,129.65,413914.63
18,20,1735265.2,2,5,4,2,2,96403.6222,8,3,0,2,2.7,8.88888888888889,4820.181111111111,0.75,10,Agile,363.02,2100353.33
10,37,1691019.75,4,1,3,2,4,169101.975,6,3,1,2,0.8108108108108109,22.2,4570.3236486486485,1.0,4,Waterfall,372.44,2038296.1
6,12,186572.35,2,4,1,1,1,31095.3917,1,5,0,3,2.5,2.0,2591.282638888889,5.0,8,Scrum,37.66,235895.58
8,5,84202.34,3,5,1,3,4,10525.2925,3,3,0,1,4.8,1.875,2105.0585,3.0,15,Kanban,35.06,94159.47
17,12,1170368.55,3,3,1,3,3,68845.2088,3,3,0,1,4.25,2.1176470588235294,5737.100735294118,3.0,9,Agile,193.95,1200616.98
42,20,7974177.28,5,3,2,2,3,189861.3638,4,2,1,2,4.2,1.9047619047619047,9493.068190476191,1.0,15,SAFe,956.13,8644208.68
35,28,5712321.32,1,4,3,1,3,163209.1806,3,2,0,2,2.5,2.4,5828.899306122449,0.6666666666666666,4,SAFe,1025.47,6623638.02
33,21,3140768.09,4,2,5,1,3,95174.7906,5,5,1,2,7.857142857142857,3.1818181818181817,4532.132886002886,1.0,8,V-Model,573.78,3891969.62
5,2,19165.14,1,2,1,1,2,3833.028,1,5,0,1,12.5,0.4,1916.514,5.0,2,RAD,4.46,20202.72
5,21,483802.64,1,2,1,2,4,96760.528,2,1,0,1,0.23809523809523808,8.4,4607.6441904761905,1.0,2,Iterative,110.21,587836.43
13,31,2539731.28,5,3,4,2,4,195363.9446,8,4,1,2,1.6774193548387097,19.076923076923077,6302.062729528536,1.0,15,Spiral,354.8,2796761.66
45,28,11574000.87,1,4,4,3,4,257200.0193,12,1,0,1,1.6071428571428572,7.466666666666667,9185.714976190475,0.25,4,SAFe,1770.8,14324269.06
15,11,824228.74,2,5,3,1,4,54948.5827,3,3,1,3,4.090909090909091,2.2,4995.325696969697,1.0,10,Scrum,159.48,982509.3
6,15,368513.82,1,1,2,1,2,61418.97,2,4,1,1,1.6,5.0,4094.598,2.0,1,Iterative,53.48,433061.59
79,26,13241537.0,3,3,3,3,5,167614.3924,9,4,0,2,12.153846153846153,2.962025316455696,6446.707400194742,1.3333333333333333,9,SAFe,2145.76,16166902.81
4,6,47978.82,4,4,1,1,1,11994.705,1,2,0,2,1.3333333333333333,1.5,1999.1175,2.0,16,RAD,13.7,59602.02
30,30,5030576.81,5,2,4,3,3,167685.8937,12,4,1,2,4.0,12.0,5589.529788888888,1.0,10,Spiral,1111.02,6364678.43
76,26,8528783.82,3,3,3,3,4,112220.8397,9,2,0,2,5.846153846153846,3.0789473684210527,4316.186143724696,0.6666666666666666,9,SAFe,2442.01,9796003.66
12,40,2287837.4,4,1,2,2,1,190653.1167,4,4,1,1,1.2,13.333333333333334,4766.327916666666,2.0,4,Waterfall,281.25,2762148.7
52,27,10686641.94,1,3,3,1,4,205512.345,3,5,0,1,9.62962962962963,1.5576923076923077,7611.568333333333,1.6666666666666667,3,SAFe,839.14,11768766.96
3,11,84817.3,2,3,3,1,3,28272.4333,3,5,0,1,1.3636363636363635,11.0,2570.2212121212124,1.6666666666666667,6,XP,20.91,107261.95
30,17,2347283.7,5,2,5,2,5,78242.79,10,1,1,3,1.7647058823529411,5.666666666666667,4602.51705882353,0.2,10,V-Model,927.47,2634744.71
15,12,177587.99,4,2,4,2,2,11839.1993,8,4,0,2,3.75,4.8,1000.0,1.0,9,Agile,165.77,1906355.0
32,18,2295698.11,1,2,4,2,5,71740.5659,8,1,0,2,1.7777777777777777,4.5,3985.5869965277775,0.25,2,Spiral,892.55,3022827.18
14,22,1674640.43,4,3,3,1,3,119617.1736,3,3,1,1,1.9090909090909092,4.714285714285714,5437.144253246753,1.0,12,V-Model,231.22,1922011.73
16,20,1084378.96,3,5,3,2,1,67773.685,6,3,0,3,2.4,7.5,3388.68425,1.0,15,Agile,307.72,1185259.9
16,26,1590553.33,1,3,1,2,1,99409.5831,2,5,0,3,3.076923076923077,3.25,3823.4455048076925,5.0,3,Iterative,237.09,1349861.9
5,4,75033.33,2,5,2,3,4,15006.666,6,5,0,2,6.25,4.8,3751.6665000000003,2.5,10,XP,15.91,84457.54
16,18,1437583.53,5,5,3,2,2,89848.9706,6,2,1,3,1.7777777777777777,6.75,4991.6094791666665,0.6666666666666666,25,Agile,298.17,1809684.48
11,35,1448650.19,4,1,3,1,4,131695.4718,3,2,1,1,0.6285714285714286,9.545454545454545,3762.727766233766,0.6666666666666666,4,V-Model,319.47,1697193.32
36,38,4527372.33,5,1,1,1,1,125760.3425,1,4,1,1,3.789473684210526,1.0555555555555556,3309.482697368421,4.0,5,Waterfall,729.67,4305999.84
10,6,245452.2,2,4,2,2,1,24545.22,4,3,0,1,5.0,2.4,4090.8700000000003,1.5,8,Scrum,42.63,322408.67
14,28,1615888.73,4,3,4,1,5,115420.6236,4,5,1,1,2.5,8.0,4122.16512755102,1.25,12,V-Model,253.13,1935157.12
28,32,7121702.7,1,2,3,2,5,254346.525,6,3,1,1,2.625,6.857142857142857,7948.32890625,1.0,2,Spiral,744.23,7598124.55
12,25,1475251.48,5,3,1,2,2,122937.6233,2,4,0,1,1.92,4.166666666666667,4917.504933333334,4.0,15,Waterfall,196.21,986156.76
71,20,13792319.16,2,3,3,2,3,194258.0163,6,1,0,2,3.55,1.6901408450704225,9712.900816901409,0.3333333333333333,6,SAFe,2003.69,17219297.12
5,5,107577.04,2,4,3,2,4,21515.408,6,5,1,2,5.0,6.0,4303.0815999999995,1.6666666666666667,8,Scrum,18.68,104311.17
20,26,2330236.59,5,3,4,2,2,116511.8295,8,1,0,2,0.7692307692307693,10.4,4481.2242115384615,0.25,15,Waterfall,589.2,2402980.82
15,27,1409866.85,3,2,4,2,4,93991.1233,8,5,0,3,2.7777777777777777,14.4,3481.152716049383,1.25,6,Spiral,376.09,1507158.33
17,20,1473619.03,2,3,2,2,4,86683.4724,4,1,0,3,0.85,4.705882352941177,4334.173617647059,0.5,6,Iterative,433.81,1679471.89
44,23,4038446.2,1,2,5,3,4,91782.8682,15,5,1,3,9.565217391304348,7.840909090909091,3990.559486166008,1.0,2,Spiral,1143.06,4719414.79
7,7,200835.65,3,5,3,3,3,28690.8071,9,4,0,2,4.0,9.0,4098.686734693877,1.3333333333333333,15,XP,52.94,275631.88
37,27,7193221.21,5,3,4,2,5,194411.3841,8,5,1,2,6.851851851851852,5.837837837837838,7200.4216316316315,1.25,15,Spiral,798.6,9113120.63
22,22,3058157.78,5,1,5,2,3,139007.1718,10,2,0,1,2.0,10.0,6318.507809917355,0.4,5,V-Model,608.06,3512965.17
15,6,210190.59,3,5,4,1,4,14012.706,4,4,0,1,10.0,1.6,2335.451,1.0,15,Scrum,59.77,283445.28
13,11,321436.05,3,4,4,3,4,24725.85,12,5,0,2,5.909090909090909,10.153846153846153,2247.8045454545454,1.25,12,Scrum,116.31,368649.47
5,3,43939.78,3,3,3,2,2,8787.956,6,1,1,3,1.6666666666666667,3.6,2929.3186666666666,0.3333333333333333,9,RAD,19.2,56508.65
24,40,4963975.96,3,3,5,3,5,206832.3317,15,4,1,3,2.4,25.0,5170.808291666666,0.8,9,Spiral,1263.55,6307447.92
78,20,12564303.24,2,2,3,1,5,161080.8108,3,4,0,3,15.6,0.7692307692307693,8054.040538461539,1.3333333333333333,4,SAFe,1396.89,16594749.81
18,38,4385109.19,5,1,2,2,3,243617.1772,4,3,0,3,1.4210526315789473,8.444444444444445,6410.978347953217,1.5,5,Waterfall,734.7,5330371.72
3,5,18642.06,2,3,1,1,3,6214.02,1,2,0,1,1.2,1.6666666666666667,1242.804,2.0,6,Kanban,11.38,22905.43
5,3,45253.66,3,4,1,3,4,9050.732,3,3,1,3,5.0,1.8,3016.910666666667,3.0,12,RAD,16.98,50105.5
44,33,7874932.29,5,4,4,1,5,178975.7339,4,1,1,3,1.3333333333333333,3.0,5423.50708677686,0.25,20,SAFe,2212.96,9672161.26
8,17,338820.55,3,2,1,1,1,42352.5687,1,4,0,3,1.8823529411764706,2.125,2491.327573529412,4.0,6,Iterative,78.27,382459.88
13,12,656618.82,2,5,3,2,1,50509.14,6,4,0,1,4.333333333333333,5.538461538461538,4209.094999999999,1.3333333333333333,10,Scrum,98.48,709992.25
9,32,1023403.9,4,1,3,2,3,113711.5444,6,5,1,1,1.40625,21.333333333333332,3553.485763888889,1.6666666666666667,4,V-Model,216.88,1365307.29
8,18,385108.37,2,5,3,3,1,48138.5462,9,3,1,2,1.3333333333333333,20.25,2674.3636805555557,1.0,10,Agile,124.33,439785.33
31,34,4795588.11,5,2,4,1,1,154696.3906,4,3,0,2,2.735294117647059,4.387096774193548,4549.8938425047445,0.75,10,Waterfall,871.07,5858390.16
17,15,801900.78,4,1,4,1,1,47170.6341,4,2,0,1,2.2666666666666666,3.5294117647058822,3144.7089411764705,0.5,4,Waterfall,215.57,1023599.51
18,7,487115.56,2,5,2,1,4,27061.9756,2,5,0,3,12.857142857142858,0.7777777777777778,3865.996507936508,2.5,10,Agile,83.68,539431.99
17,31,2882300.18,3,3,4,2,3,169547.0694,8,4,1,1,2.193548387096774,14.588235294117647,5469.260303605313,1.0,9,Spiral,483.22,3552830.83
6,5,117278.15,4,3,3,3,3,19546.3583,9,3,0,2,3.6,7.5,3909.2716666666665,1.0,12,Scrum,34.48,146370.44
14,4,241897.48,3,4,4,1,2,17278.3914,4,5,1,1,17.5,1.1428571428571428,4319.597857142858,1.25,12,Scrum,30.99,294573.76
19,6,396717.15,5,5,4,2,2,20879.85,8,5,0,2,15.833333333333334,2.526315789473684,3479.9750000000004,1.25,25,Agile,86.53,531959.96
3,10,104121.62,4,3,2,3,2,34707.2067,6,3,1,3,0.9,20.0,3470.7206666666666,1.5,12,XP,32.85,124243.43
17,48,3695984.5,4,1,1,1,3,217410.8529,1,3,0,2,1.0625,2.823529411764706,4529.392769607844,3.0,4,Waterfall,642.38,3107188.49
14,7,324820.19,2,4,1,3,1,23201.4421,3,4,0,1,8.0,1.5,3314.491734693878,4.0,8,Scrum,64.46,415259.81
6,12,135310.71,4,4,3,3,1,22551.785,9,5,0,2,2.5,18.0,1879.3154166666666,1.6666666666666667,16,XP,54.03,197470.95
69,34,22598805.39,5,4,3,2,4,327518.9187,6,3,0,2,6.088235294117647,2.9565217391304346,9632.909373401535,1.0,20,SAFe,2177.62,25643552.95
34,40,6432340.03,5,1,2,1,4,189186.4715,2,4,0,3,3.4,2.3529411764705883,4729.661786764706,2.0,5,Waterfall,1160.12,7396442.48
37,21,4890944.51,1,1,4,3,4,132187.6895,12,4,1,1,7.0476190476190474,6.8108108108108105,6294.651879021879,1.0,1,Spiral,790.03,5171259.43
12,3,105605.11,1,4,3,2,2,8800.4258,6,4,0,3,16.0,1.5,2933.4752777777776,1.3333333333333333,4,RAD,31.86,135178.46
32,14,2819135.07,5,2,2,1,1,88097.9709,2,4,0,2,9.142857142857142,0.875,6292.712209821429,2.0,10,Waterfall,282.82,2213141.27
9,5,98327.3,4,4,3,1,1,10925.2556,3,5,0,2,9.0,1.6666666666666667,2185.0511111111114,1.6666666666666667,16,RAD,27.88,114096.81
7,4,73078.57,4,3,4,3,4,10439.7957,12,4,0,2,7.0,6.857142857142857,2609.948928571429,1.0,12,Scrum,29.75,89717.78
35,32,3663850.65,5,3,5,2,4,104681.4471,10,5,1,3,5.46875,9.142857142857142,3271.2952232142857,1.0,15,V-Model,1106.98,4566428.29
28,41,8702047.47,4,3,4,2,4,310787.4096,8,2,1,3,1.3658536585365855,11.714285714285714,7580.180722996516,0.5,12,Spiral,1536.19,10211600.04
16,18,1362642.54,2,2,3,3,5,85165.1588,9,4,1,3,3.5555555555555554,10.125,4731.397708333334,1.3333333333333333,4,Spiral,330.25,1781725.67
9,4,92946.23,3,4,1,1,1,10327.3589,1,5,0,1,11.25,0.4444444444444444,2581.839722222222,5.0,12,Scrum,15.05,91910.67
57,22,8798029.9,4,3,4,3,4,154351.4018,12,1,1,1,2.590909090909091,4.631578947368421,7015.972807017544,0.25,12,SAFe,1893.48,12006965.46
12,11,509176.86,1,1,2,1,4,42431.405,2,5,0,1,5.454545454545454,1.8333333333333333,3857.4004545454545,2.5,1,Iterative,70.86,610798.99
11,31,2350496.88,5,3,3,1,3,213681.5345,3,2,1,3,0.7096774193548387,8.454545454545455,6892.952727272727,0.6666666666666666,15,V-Model,395.15,2251939.99
